OBJECTID,COLDETKEY,ST_PARTCPNT_TYPE_DESC,ST_POSTEDSPD,ST_RDSURF_DESC,ST_TRAFCONTRL_DESC,ST_VEH_ACT_DESC,ST_VEH_CND_DESC,ST_VEH_TYPE_DESC,Incident Date,Report Number,x,y
1705543,386288,Vehicle,,Blacktop,Signals,Stopped in Roadway,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/25/2025,EF69779,-122.3336735,47.6077529
1705544,386288,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/25/2025,EF69779,-122.3336735,47.6077529
1705545,386496,Vehicle,25,Concrete,Stop Sign,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/15/2025,EF93473,-122.3505564,47.61459044
1705546,386496,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/15/2025,EF93473,-122.3505564,47.61459044
1705547,386775,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Truck Tractor and Semi-Trailer,5/31/2025,EF99348,-122.3528542,47.61859771
1705548,386775,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,5/31/2025,EF99348,-122.3528542,47.61859771
1705549,386476,Vehicle,30,Blacktop,Signals,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/23/2025,EF76173,-122.3607575,47.70240524
1705550,386641,Vehicle,25,Concrete,No Traffic Control,Starting From Parked Position,No Defects,Passenger Car,1/23/2025,EF79750,-122.312731,47.56428845
1705551,386641,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/23/2025,EF79750,-122.312731,47.56428845
1705557,386657,Vehicle,25,Concrete,No Traffic Control,Making Left Turn,No Defects,"Truck (Flatbed, Van, etc)",5/30/2025,EF98803,-122.3429142,47.63774143
1705558,386657,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/30/2025,EF98803,-122.3429142,47.63774143
1705567,386282,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/18/2025,EF69770,-122.3334452,47.60834171
1705568,386282,Vehicle,25,Blacktop,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/18/2025,EF69770,-122.3334452,47.60834171
1705571,386477,Vehicle,25,Blacktop,No Traffic Control,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/8/2025,EF93467,-122.3475095,47.61630718
1705572,386477,Vehicle,,,,"Legally Parked, Occupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/8/2025,EF93467,-122.3475095,47.61630718
1705573,386618,Vehicle,,Blacktop,Signals,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/28/2025,EF97406,-122.3608162,47.66692607
1705574,386618,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/28/2025,EF97406,-122.3608162,47.66692607
1705575,386813,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/21/2025,EG01347,-122.3629463,47.5563614
1705576,386813,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/21/2025,EG01347,-122.3629463,47.5563614
1705580,386579,Vehicle,25,Blacktop,Stop Sign,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/16/2025,EF95700,-122.3120185,47.67941382
1705581,386579,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/16/2025,EF95700,-122.3120185,47.67941382
1705582,386579,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/16/2025,EF95700,-122.3120185,47.67941382
1705583,386300,Vehicle,25,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,1/30/2025,EF70362,-122.3128622,47.60804831
1705584,386300,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/30/2025,EF70362,-122.3128622,47.60804831
1705585,386300,Vehicle,,Blacktop,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/30/2025,EF70362,-122.3128622,47.60804831
1705586,386280,Vehicle,25,Blacktop,Stop Sign,Making Left Turn,No Defects,Passenger Car,5/4/2025,EF92438,-122.2672238,47.5389033
1705587,386280,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/4/2025,EF92438,-122.2672238,47.5389033
1705588,385970,Vehicle,,Blacktop,Other Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/9/2025,EF56738,-122.2958186,47.71831971
1705592,385971,Vehicle,25,Concrete,No Traffic Control,Changing Lanes,No Defects,Passenger Car,1/13/2025,EF56793,-122.3377972,47.62469614
1705593,385971,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/13/2025,EF56793,-122.3377972,47.62469614
1705594,385972,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/11/2025,EF56794,-122.3289823,47.59920257
1705595,385972,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/11/2025,EF56794,-122.3289823,47.59920257
1705596,386614,Vehicle,,Blacktop,No Traffic Control,Other,No Defects,Passenger Car,5/24/2025,EF97405,-122.2553741,47.67584577
1705598,386744,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/22/2025,EF82506,-122.4057594,47.64863484
1705599,386744,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/22/2025,EF82506,-122.4057594,47.64863484
1705601,386082,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/5/2025,EF90234,-122.3586758,47.62572673
1705602,386082,Vehicle,,Concrete,No Traffic Control,Making Left Turn,No Defects,Passenger Car,5/5/2025,EF90234,-122.3586758,47.62572673
1705605,386333,Vehicle,,Concrete,Signals,Ovetaking and Passing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/25/2025,EF70412,-122.3394533,47.56232932
1705606,386333,Vehicle,,Concrete,Signals,Making Right Turn,No Defects,Truck Tractor and Semi-Trailer,2/25/2025,EF70412,-122.3394533,47.56232932
1705611,386149,Vehicle,,Blacktop,Other Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/26/2025,EF62328,-122.3633851,47.69786449
1705612,386748,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,4/3/2025,EF82512,-122.3846788,47.64845836
1705616,385995,Vehicle,25,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,5/7/2025,3929141,-122.3567044,47.62719806
1705617,385995,Vehicle,25,Blacktop,Stop Sign,Making Left Turn,No Defects,Passenger Car,5/7/2025,3929141,-122.3567044,47.62719806
1705618,386367,Vehicle,,Blacktop,Other Traffic Control,Changing Lanes,No Defects,Passenger Car,2/22/2025,EF72399,-122.325894,47.64562946
1705619,386367,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/22/2025,EF72399,-122.325894,47.64562946
1705620,386261,Vehicle,,Blacktop,Other Traffic Control,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/24/2025,EF69025,-122.3141521,47.59921577
1705621,386537,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/26/2025,EF74733,-122.3643146,47.65197502
1705625,386445,Vehicle,,Blacktop,Signals,Making U-Turn,No Defects,Not Stated,1/9/2025,EF58310,-122.3146645,47.57189424
1705626,386445,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,1/9/2025,EF58310,-122.3146645,47.57189424
1705628,386078,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,1/17/2025,EF60305,-122.3362533,47.60470072
1705629,386078,Vehicle,,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/17/2025,EF60305,-122.3362533,47.60470072
1705630,386105,Vehicle,,Concrete,No Traffic Control,Making U-Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/2/2025,EF61853,-122.3341906,47.57244574
1705633,386235,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/14/2025,EF67713,-122.3834013,47.65563644
1705634,386235,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/14/2025,EF67713,-122.3834013,47.65563644
1705639,386484,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,3/8/2025,EF76754,-122.3193938,47.67499487
1705640,386484,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,3/8/2025,EF76754,-122.3193938,47.67499487
1705641,386231,Vehicle,,Blacktop,No Traffic Control,Starting From Parked Position,No Defects,Passenger Car,2/18/2025,EF67667,-122.3337415,47.60279304
1705642,386231,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/18/2025,EF67667,-122.3337415,47.60279304
1705643,386145,Vehicle,25,Concrete,Other Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/5/2025,EF63329,-122.3234743,47.64088234
1705644,386145,Vehicle,25,Concrete,Other Traffic Control,Slowing,No Defects,Passenger Car,2/5/2025,EF63329,-122.3234743,47.64088234
1705645,386265,Vehicle,,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,2/21/2025,EF69171,-122.3640207,47.66146805
1705646,386265,Vehicle,,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,2/21/2025,EF69171,-122.3640207,47.66146805
1705647,386518,Vehicle,,,,"Legally Parked, Occupied",,Passenger Car,5/13/2025,EF93533,-122.2823597,47.5370497
1705648,386518,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/13/2025,EF93533,-122.2823597,47.5370497
1705649,386324,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,2/26/2025,EF70343,-122.3119446,47.67578912
1705650,386324,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,2/26/2025,EF70343,-122.3119446,47.67578912
1705653,386584,Vehicle,,Blacktop,No Traffic Control,Changing Lanes,No Defects,Passenger Car,5/16/2025,EF96994,-122.3002763,47.58112404
1705654,386584,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/16/2025,EF96994,-122.3002763,47.58112404
1705655,386451,Vehicle,,Concrete,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,1/7/2025,EF58633,-122.329603,47.54534257
1705656,386451,Vehicle,,,Signals,Going Straight Ahead,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/7/2025,EF58633,-122.329603,47.54534257
1705657,386296,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,2/12/2025,EF70359,-122.3290694,47.5829423
1705658,386296,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/12/2025,EF70359,-122.3290694,47.5829423
1705659,386084,Vehicle,35,Concrete,No Traffic Control,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/10/2025,EF90479,-122.3348464,47.52278921
1705660,386084,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/10/2025,EF90479,-122.3348464,47.52278921
1705661,386662,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/1/2025,EF98808,-122.3508725,47.61858984
1705662,386662,Vehicle,,Blacktop,Signals,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/1/2025,EF98808,-122.3508725,47.61858984
1705663,386446,Vehicle,,Blacktop,No Traffic Control,Backing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/2/2025,EF93465,-122.3342065,47.59738587
1705664,386446,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,5/2/2025,EF93465,-122.3342065,47.59738587
1705667,386612,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/20/2025,EF79757,-122.305937,47.57192906
1705668,386612,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/20/2025,EF79757,-122.305937,47.57192906
1705669,386612,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/20/2025,EF79757,-122.305937,47.57192906
1705670,386644,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/14/2025,EF98284,-122.3154724,47.60805899
1705671,386644,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/14/2025,EF98284,-122.3154724,47.60805899
1705672,386644,Vehicle,,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/14/2025,EF98284,-122.3154724,47.60805899
1705673,386560,Vehicle,30,Blacktop,No Traffic Control,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/25/2025,EF94729,-122.323254,47.54703018
1705674,386285,Vehicle,,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,2/26/2025,EF69777,-122.3284486,47.69591392
1705675,386285,Vehicle,,Blacktop,Stop Sign,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/26/2025,EF69777,-122.3284486,47.69591392
1705676,386130,Vehicle,,Concrete,No Traffic Control,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/22/2025,EF62124,-122.3358423,47.61263897
1705685,386254,Vehicle,40,Other,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/21/2025,EF68251,-122.3347099,47.53989883
1705686,386254,Vehicle,40,Other,No Traffic Control,Going Straight Ahead,No Defects,Truck and Trailer,2/21/2025,EF68251,-122.3347099,47.53989883
1705689,386107,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/23/2025,EF60854,-122.2997932,47.57835614
1705690,386107,Vehicle,,Blacktop,No Traffic Control,Stopped in Roadway,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/23/2025,EF60854,-122.2997932,47.57835614
1705693,385974,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,1/13/2025,EF57384,-122.3396292,47.61516583
1705694,385974,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/13/2025,EF57384,-122.3396292,47.61516583
1705695,386122,Vehicle,,Concrete,No Traffic Control,Ovetaking and Passing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/20/2025,EF62123,-122.3742086,47.56408127
1705696,386122,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/20/2025,EF62123,-122.3742086,47.56408127
1705697,386163,Vehicle,,,,Backing,,Taxi,1/17/2025,EF64706,-122.3162534,47.61761107
1705698,386306,Vehicle,30,Blacktop,Signals,Ovetaking and Passing,No Defects,Passenger Car,2/24/2025,EF70212,-122.3234984,47.73405867
1705699,386306,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/24/2025,EF70212,-122.3234984,47.73405867
1705700,386306,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/24/2025,EF70212,-122.3234984,47.73405867
1705701,386306,Vehicle,30,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/24/2025,EF70212,-122.3234984,47.73405867
1705702,386228,Vehicle,,Unknown,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,2/18/2025,EF67218,-122.3196035,47.64627437
1705703,386228,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/18/2025,EF67218,-122.3196035,47.64627437
1705708,386095,Vehicle,30,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/20/2025,EF60764,-122.3295956,47.54926209
1705709,386095,Vehicle,30,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/20/2025,EF60764,-122.3295956,47.54926209
1705716,387086,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,7/12/2025,3907857,-122.3774938,47.56425412
1705717,387086,Vehicle,25,Concrete,Signals,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/12/2025,3907857,-122.3774938,47.56425412
1705719,386501,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/28/2025,EF75150,-122.2790282,47.52612293
1705720,386501,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,2/28/2025,EF75150,-122.2790282,47.52612293
1705726,386248,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/22/2025,EF61136,-122.3348071,47.54919627
1705727,386248,Vehicle,,Blacktop,No Traffic Control,Stopped for Traffic,No Defects,Passenger Car,1/22/2025,EF61136,-122.3348071,47.54919627
1705732,386281,Vehicle,25,Blacktop,Signals,Going Straight Ahead,Other Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/11/2025,EF69769,-122.3280934,47.60416691
1705733,386281,Vehicle,25,Blacktop,Signals,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/11/2025,EF69769,-122.3280934,47.60416691
1705734,386754,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",4/7/2025,EF83473,-122.3022483,47.59928697
1705735,386754,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Bus or Motor Stage,4/7/2025,EF83473,-122.3022483,47.59928697
1705736,386159,Vehicle,25,Blacktop,No Traffic Control,Slowing,No Defects,Passenger Car,5/6/2025,EF91649,-122.2991745,47.57967914
1705737,386159,Vehicle,25,Blacktop,No Traffic Control,Slowing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/6/2025,EF91649,-122.2991745,47.57967914
1705738,386159,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/6/2025,EF91649,-122.2991745,47.57967914
1705745,386291,Vehicle,,Blacktop,Signals,Slowing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/26/2025,EF69782,-122.3604994,47.52400222
1705746,386291,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,2/26/2025,EF69782,-122.3604994,47.52400222
1705752,386373,Vehicle,,Concrete,Signals,Making Left Turn,No Defects,Passenger Car,2/9/2025,EF72685,-122.281308,47.53704798
1705753,386373,Vehicle,,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,2/9/2025,EF72685,-122.281308,47.53704798
1705754,386139,Vehicle,30,Blacktop,No Traffic Control,Backing,No Defects,Passenger Car,1/27/2025,EF62330,-122.3360005,47.68692292
1705755,386139,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/27/2025,EF62330,-122.3360005,47.68692292
1705765,386117,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/24/2025,EF61060,-122.3261451,47.68071628
1705766,386117,Vehicle,,Blacktop,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/24/2025,EF61060,-122.3261451,47.68071628
1705767,386480,Vehicle,25,Brick or Wood Block,Signals,Slowing,No Defects,Not Stated,3/19/2025,EF76607,-122.3288947,47.73410056
1705768,386480,Vehicle,25,Concrete,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,3/19/2025,EF76607,-122.3288947,47.73410056
